"","Anio","Mes","GasolinaSuper","GasolinaRegular","TotalGasolinas","Diesel","DieselLS","DieselULS","TotalDiesel","GLP","GasolinaAviacion","Kerosina","TurboJet","Bunker","Asfalto","PetCoke","AceitesLubricantes","GrasasLubricantes","Solventes","Naftas","Ceras","CrudoNacional","Butano","Orimulsion","MezclasOleosas","Total"
"74",2020,1,622323.79,640011.73,1262335.52,NA,1184419.19,9523.25,1193942.44,421644.72,1137.95,340.77,67346,132814.31,12977.57,307317.12,23464.38,546.42,9111.42,28.01,NA,64486,84.21,NA,2645.63,3500222.47
"84",2020,2,633100.05,652028,1285128.05,NA,1233250.24,9821.78,1243072.02,426533.15,958.33,479.92,58608.78,145923.81,23258.89,248778.51,19558.69,354.64,9281.12,16.73,NA,104545.19,73.87,NA,2604.12,3569175.82
"94",2020,3,509752.95,573586.73,1083339.68,NA,1100813.77,10445.97,1111259.74,420637.14,946.43,4564.83,37280.42,104824.84,19587.38,306511.61,17452.84,377.36,8888.12,6.83,NA,106949.57,74.1,NA,1267.79,3223968.68
"104",2020,4,391773.23,458420.85,850194.08,NA,867592.28,5620.48,873212.76,345933.61,452.38,145.45,13870.41,51247.2,17494.2,310990.98,13476.06,362.79,6706.35,6.84,NA,53000,30.42,NA,NA,2537123.53
"114",2020,5,407482.52,478771.83,886254.35,NA,828743.95,4099.92,832843.87,362987.37,380.95,758.66,17776.74,139347.72,35550.36,366963.69,13827.56,254.57,7285.7,31.18,NA,81524,55.64,NA,NA,2745842.36
"124",2020,6,388952.81,516933.6,905886.41,NA,782327.99,7406.06,789734.05,402541.02,462.88,171.89,17381.3,114881.57,33842.05,327627.6,17170.47,268.12,7672.9,51.15,NA,70605,60.2,NA,NA,2688356.61
"134",2020,7,462380.81,567052.5,1029433.31,NA,870354.89,5067.16,875422.05,423328.22,571.45,297.79,19154.5,119704.27,43939.07,281593.37,18373.04,547.48,9327.62,25.44,NA,86576,69.68,NA,NA,2908363.29
"144",2020,8,574379.33,647375.58,1221754.91,NA,885200.72,9764.89,894965.61,483695.9,1017.1,346.31,19506.82,129081.54,33601.74,274835.24,21877.37,385.18,7451.79,12.4,NA,94364,80.22,NA,NA,3182976.13
"154",2020,9,610445.1,661665.58,1272110.68,NA,959013.35,9735.38,968748.73,439581.36,948.8,287.45,20238.47,123261.01,26005.63,158485.71,21879.53,509,11629.83,35.69,NA,95762,54.92,NA,356.4,3139895.21
"164",2020,10,648582.82,680362.07,1328944.89,NA,1064005.3,16475.25,1080480.55,459312.45,1142.86,266.74,29115.9,117108.19,37876.73,254131.92,22655.15,468.37,12831.92,29.42,NA,128310,68.1,NA,NA,3472743.19
"174",2020,11,639856.62,652630.16,1292486.78,NA,1072873.46,10704.69,1083578.15,421504.59,1142.86,231.18,33878.65,111855.8,28761.42,209982.62,21903.24,407.14,10883.8,66.48,NA,91526,70.08,NA,933.81,3309212.6
"184",2020,12,760695.45,768193.03,1528888.48,NA,1276290.85,12819.54,1289110.39,481068.86,1312.55,NA,38849.97,162734.65,27190.81,243519.81,21166.56,547.1,13060.54,52.58,NA,118168,73.41,NA,1116.47,3922256.69
"194",2021,1,655503.47,685942.85,1341446.32,NA,1220513.47,12064.41,1232577.88,472353.44,940.9,5222.38,37507.18,109730.56,26925.55,128264.67,28854.2,452.17,13958.41,88.32,NA,108756,NA,NA,285.71,3507363.69
"204",2021,2,621730.81,669313.36,1291044.17,NA,1272593.63,10943.51,1283537.14,440394.46,1010.16,NA,37044.54,141473.02,21953.78,286352.94,20240.35,709.18,9576.59,42.85,NA,110937,NA,NA,NA,3644007.36
"214",2021,3,692228.61,679366.06,1371594.67,NA,1417534.72,10508.49,1428043.21,509273.77,1291.15,115.36,36954.44,155028.06,29164.03,187420.65,27772.01,417.13,11000.25,95.13,NA,104570,NA,NA,NA,3862739.86
"224",2021,4,610290.32,688389.15,1298679.47,NA,1268514.31,9876.2,1278390.51,458849.58,1029.93,71.76,50964.69,124348.46,39782.05,222753.58,25691.62,441.8,12753.37,31.83,NA,108795,NA,NA,83,3622666.65
"234",2021,5,643104.75,707336.5,1350441.25,NA,1188244.26,12741.15,1200985.41,686529.65,935.05,11.74,52492.11,124076.33,49044.75,208306.63,23819.66,236.38,10306.62,0.77,160,122958,NA,NA,516.7,3830821.05
