"","Anio","Mes","GasolinaSuper","GasolinaRegular","TotalGasolinas","Diesel","DieselLS","DieselULS","TotalDiesel","GLP","GasolinaAviacion","Kerosina","TurboJet","Bunker","Asfalto","PetCoke","AceitesLubricantes","GrasasLubricantes","Solventes","Naftas","Ceras","CrudoNacional","Butano","Orimulsion","MezclasOleosas","Total"
"3",2000,1,308156.82,202645.2,510802.02,634667.06,NA,NA,634667.06,194410.48,1426,64026.09,NA,296766.99,48446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750544.64
"4",2000,2,307766.31,205530.96,513297.27,642380.66,NA,NA,642380.66,174710.55,1458,62660.3,NA,328116.44,50597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773220.22
"5",2000,3,331910.29,229499.56,561409.85,699807.25,NA,NA,699807.25,189234.07,1503,61361.99,NA,368589.63,27593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909498.79
"6",2000,4,315648.08,210680.4,526328.48,586803.98,NA,NA,586803.98,174330.61,1561,61814.32,NA,396300.47,53794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800932.86
"7",2000,5,319667.97,208164.34,527832.31,656948.2,NA,NA,656948.2,191745.15,1642,54098.32,NA,449368.92,60137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941771.9
"8",2000,6,300347.7,195088.74,495436.44,570919.88,NA,NA,570919.88,196321.93,1641,60390.32,NA,404033.69,40623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1769366.26
"9",2000,7,308305.93,204556.77,512862.7,576436.02,NA,NA,576436.02,192344.5,1598,61931.56,NA,291436.2,36670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1673278.98
"10",2000,8,323011.86,218388.51,541400.37,593770.77,NA,NA,593770.77,203727.08,1438,70821.94,NA,373811.63,25033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810002.79
"11",2000,9,326455.72,213906.96,540362.68,590145.4,NA,NA,590145.4,194565.1,1469,58960.01,NA,322718.89,16906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725127.08
"12",2000,10,323843.63,213606.65,537450.28,641113.36,NA,NA,641113.36,210261.83,1475,63794.12,NA,260955.42,22070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737120.01
"13",2000,11,320788.08,209227.48,530015.56,657086.3,NA,NA,657086.3,205027.95,1498,65733,NA,310274.26,25659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795294.07
"14",2000,12,366987.56,230020.7,597008.26,673282.26,NA,NA,673282.26,200247.56,1501,68848.5,NA,284045.83,20430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845363.41
"15",2001,1,300242.78,164547.35,464790.13,569328.79,NA,NA,569328.79,179405.99,1755.58,69691.25,NA,399107.63,30002.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1714081.59
"16",2001,2,301483.4,174838.81,476322.21,597749.83,NA,NA,597749.83,167818.14,1510.58,56326.42,NA,404897,34407.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1739031.76
"17",2001,3,355572.83,201992.65,557565.48,736085.97,NA,NA,736085.97,186397.33,1602.58,68208.99,NA,406269.28,32274.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988404.31
"18",2001,4,355826.76,198683.39,554510.15,606257.66,NA,NA,606257.66,175820.35,1355.58,66697.9,NA,397689.22,26986.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829317.82
"19",2001,5,336040.04,182504.09,518544.13,664082.66,NA,NA,664082.66,178303.33,1273.58,61641.63,NA,494837.73,29776.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948459.78
"20",2001,6,308804.7,201379.48,510184.18,559333.03,NA,NA,559333.03,177826.93,1171.58,57796.09,NA,385382.02,26759.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1718453.05
"21",2001,7,350501.97,214980.24,565482.21,589452.73,NA,NA,589452.73,191041.99,1637.58,67033.45,NA,482085.37,24312.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921045.63
"22",2001,8,348414.65,204646.77,553061.42,568546.37,NA,NA,568546.37,190295.99,1412.58,64093.29,NA,470955.27,25226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873590.93
"23",2001,9,324393.96,188292.35,512686.31,533108.39,NA,NA,533108.39,184039.99,1710.58,51773.04,NA,387235.78,20603.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1691157.2
"24",2001,10,366261.63,225240.95,591502.58,603371.18,NA,NA,603371.18,206176.99,1102.58,56193.31,NA,412617.56,29817.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900781.31
"25",2001,11,351890.63,210324.95,562215.58,626156.18,NA,NA,626156.18,201335.99,1791.58,53500.31,NA,606966.56,22299.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074265.31
"26",2001,12,403561.63,223209.95,626771.58,664190.18,NA,NA,664190.18,209792.99,979.58,60508.31,NA,402835.56,19283.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984361.31
"27",2002,1,368935.53,200309.85,569245.38,726672.6,NA,NA,726672.6,196068.61,1722.92,51969.77,NA,512580.55,16971.66,NA,NA,NA,NA,NA,NA,37593.98,NA,NA,NA,2112825.45
"28",2002,2,348917.79,183119.34,532037.13,694344.78,NA,NA,694344.78,180209.8,923.92,42796.92,NA,506069.63,22834.54,NA,NA,NA,NA,NA,NA,85710.75,NA,NA,NA,2064927.45
"29",2002,3,385044.97,212711.71,597756.68,656379.29,NA,NA,656379.29,186680.97,1082.92,53352.86,NA,446878.07,22891.19,NA,NA,NA,NA,NA,NA,64873.73,NA,NA,NA,2029895.69
"30",2002,4,379741.98,204765.62,584507.6,683646.17,NA,NA,683646.17,196167.16,1295.92,51056.14,NA,450736.26,35584.54,NA,NA,NA,NA,NA,NA,40923.47,NA,NA,NA,2043917.24
"31",2002,5,375054.64,201083.51,576138.15,707165.47,NA,NA,707165.47,201612.36,1671.92,52716.55,NA,539547.91,27945.59,NA,NA,NA,NA,NA,NA,62407.67,NA,NA,NA,2169205.6
"32",2002,6,371138.59,187629.42,558768.01,667820.71,NA,NA,667820.71,193024.4,638.92,50501.35,NA,456986.27,20228.04,NA,NA,NA,NA,NA,NA,22963.62,NA,NA,NA,1970931.3
"33",2002,7,399944.65,201692.64,601637.29,656761.6,NA,NA,656761.6,204196.24,2062.92,55179.82,NA,492323.44,14042.27,NA,NA,NA,NA,NA,NA,48749.9,NA,NA,NA,2074953.47
"34",2002,8,392355.62,205240.77,597596.39,657099.74,NA,NA,657099.74,213625.43,1825.92,51119.79,NA,429935.51,13715.92,NA,NA,NA,NA,NA,NA,13351.58,NA,NA,NA,1978270.27
"35",2002,9,347191.44,177614.8,524806.24,653664.6,NA,NA,653664.6,209849.76,1416.92,46923.97,NA,381600.34,13512.87,NA,NA,NA,NA,NA,NA,49713.58,NA,NA,NA,1881488.26
"36",2002,10,381595.2,203097.24,584692.44,653053.27,NA,NA,653053.27,212932.33,1834.92,61834.38,NA,320349.21,10066.27,NA,NA,NA,NA,NA,NA,40876.58,NA,NA,NA,1885639.38
"37",2002,11,384334.22,207629.81,591964.03,671401.33,NA,NA,671401.33,210000.55,1552.92,50783.2,NA,438764.9,16772.08,NA,NA,NA,NA,NA,NA,43455.58,NA,NA,NA,2024694.57
"38",2002,12,400645.42,199619.27,600264.69,676192.45,NA,NA,676192.45,223830.4,1397.92,55123.28,NA,490960.95,13946.07,NA,NA,NA,NA,NA,NA,52341.58,NA,NA,NA,2114057.32
"39",2003,1,376516.58,193713.62,570230.2,769843.3,NA,NA,769843.3,213268.98,2009,55260.55,NA,459765.4,19127.77,NA,NA,NA,NA,NA,NA,23392,NA,NA,NA,2112897.2
"40",2003,2,355760.81,184354.61,540115.42,709783.58,NA,NA,709783.58,206815.01,1166,45243.65,NA,377181.42,34700.38,NA,NA,NA,NA,NA,NA,61772,NA,NA,NA,1976777.46
"41",2003,3,361880.87,201443.37,563324.24,786484.49,NA,NA,786484.49,216427.95,2039,51161.05,NA,516535.35,56138.58,NA,NA,NA,NA,NA,NA,94892,NA,NA,NA,2287002.66
"42",2003,4,377395.17,219004.31,596399.48,709626.39,NA,NA,709626.39,204403.51,1469,50488.24,NA,502634.98,47408.44,NA,NA,NA,NA,NA,NA,36935,NA,NA,NA,2149365.04
"43",2003,5,390624.27,200407.18,591031.45,755982.05,NA,NA,755982.05,216452.75,1387,50951.19,NA,565746.99,49995.62,NA,NA,NA,NA,NA,NA,106406,NA,NA,NA,2337953.05
"44",2003,6,346941.84,168327.72,515269.56,641540.08,NA,NA,641540.08,212069.04,1309,50662.66,NA,410520.4,37720.89,NA,NA,NA,NA,NA,NA,61528,NA,NA,NA,1930619.63
"45",2003,7,377178.84,174317.57,551496.41,631704.12,NA,NA,631704.12,231172.01,1662,59604.95,NA,438350.49,38616.19,NA,NA,NA,NA,NA,NA,57764,NA,NA,NA,2010370.17
"46",2003,8,355682.72,171665.05,527347.77,613428.55,NA,NA,613428.55,222312.71,1152,54601.1,NA,464485.57,35878.39,NA,NA,NA,NA,NA,NA,40642,NA,NA,NA,1959848.09
"47",2003,9,348659.02,174757.95,523416.97,582989.47,NA,NA,582989.47,225703.05,1617,52876.98,NA,357778.24,41167.35,NA,NA,NA,NA,NA,NA,61611.6,NA,NA,NA,1847160.66
"48",2003,10,392041.78,209314.45,601356.23,722763.6,NA,NA,722763.6,239665.04,1115,54999.76,NA,614187.67,32848.56,NA,NA,NA,NA,NA,NA,52466,NA,NA,NA,2319401.86
"49",2003,11,330640.23,168510,499150.23,639828.39,NA,NA,639828.39,229612.35,612,56216.77,NA,697861.8,38513.22,NA,NA,NA,NA,NA,NA,65943.03,NA,NA,NA,2227737.79
"50",2003,12,391327.66,196081.99,587409.65,652872.45,NA,NA,652872.45,247544.64,903,61415.1,NA,340583.67,31050.77,NA,NA,NA,NA,NA,NA,58499.66,NA,NA,NA,1980278.94
"51",2004,1,381547.72,203975.57,585523.29,656987.4,NA,NA,656987.4,235284.97,1295,54764.8,NA,430693.77,31681.4,83419.99,NA,NA,NA,NA,NA,87146,NA,NA,NA,2166796.61
"52",2004,2,339576.46,180290.24,519866.7,659540.43,NA,NA,659540.43,213288.68,2734,50279.3,NA,381997.15,34556.73,40040,NA,NA,NA,NA,NA,74043,NA,48278,NA,2024623.99
"53",2004,3,379687.46,206455.62,586143.08,746236.84,NA,NA,746236.84,233426.35,1238,57919.1,NA,426729,39057.06,47740,NA,NA,NA,NA,NA,59087,NA,113372,NA,2310948.43
"54",2004,4,357595.81,182379.92,539975.73,633766.06,NA,NA,633766.06,217530.88,1124,59607.6,NA,368839.7,41073,63398.5,NA,NA,NA,NA,NA,34697,NA,146362,NA,2106374.47
"55",2004,5,322596.73,160741.9,483338.63,556369.7,NA,NA,556369.7,225959.05,968,60199.1,NA,400866.77,31988.71,79761,NA,NA,NA,NA,NA,52403,NA,176927,NA,2068780.96
"56",2004,6,318811.5,164782.5,483594,560393.48,NA,NA,560393.48,225673.46,776,55658.6,NA,335267.91,45451.1,67864.5,NA,NA,NA,NA,NA,60590,NA,161297,NA,1996566.05
"57",2004,7,346413.66,182642.41,529056.07,583098.55,NA,NA,583098.55,243064.07,1725,68394.8,NA,320546.15,29127.74,68343,NA,NA,NA,NA,NA,39999,NA,176388,NA,2059742.38
"58",2004,8,390304.28,207432.8,597737.08,699610.8,NA,NA,699610.8,236324.77,759,62772.7,NA,333848.59,30990.92,64845,NA,NA,NA,NA,NA,40389,NA,184302,NA,2251579.86
"59",2004,9,364689.84,194240.55,558930.39,612639.57,NA,NA,612639.57,225204.18,1418,53387.8,NA,376693.43,24259.26,NA,NA,NA,NA,NA,NA,26770,NA,174244,NA,2053546.63
"60",2004,10,380441.55,200323.53,580765.08,619084.79,NA,NA,619084.79,229626.06,1886,59383.3,NA,323360.76,18477.29,130845,NA,NA,NA,NA,NA,40583,NA,171384,NA,2175395.28
"61",2004,11,378498.6,214509.65,593008.25,705298.16,NA,NA,705298.16,225593.82,1435,56250.2,NA,328267.45,18502.2,69437.5,NA,NA,NA,NA,NA,37413.09,NA,158324,NA,2193529.67
"310",2004,12,429109.1,236733.03,665842.13,761864.3,NA,NA,761864.3,241915.01,1419,63695.8,NA,289338.8,14061.36,79546.5,NA,NA,NA,NA,NA,43894,NA,180450,NA,2342026.9
"410",2005,1,321382.14,209901.6,531283.74,724692.36,NA,NA,724692.36,227154.97,1497,10015.1,48943.2,260522.63,17015.36,98428,NA,NA,NA,NA,NA,31108.09,NA,148655,NA,2099315.45
"510",2005,2,375768.83,198775.61,574544.44,717116.77,NA,NA,717116.77,211814.38,1705,9557.4,39285.8,280847.96,29448.99,64718.5,NA,NA,NA,NA,NA,43384.28,NA,152244,NA,2124667.52
"62",2005,3,410241.93,231358.58,641600.51,802139.58,NA,NA,802139.58,224387.03,1282,9416.3,48358.6,404657.12,38075.98,92735.5,NA,NA,NA,NA,NA,32149,NA,168846,NA,2463647.62
"71",2005,4,389737.16,225644.89,615382.05,803996.93,NA,NA,803996.93,218555.21,917,5506.2,39340.9,387064.14,40602.97,131785.5,NA,NA,NA,NA,NA,47388,NA,182433,NA,2472971.9
"81",2005,5,343762.52,187048.26,530810.78,715360.44,NA,NA,715360.44,230568.15,1335,6820.9,36827.2,506432.44,40536.6,129277.5,NA,NA,NA,NA,NA,55515,NA,167907,NA,2421391.01
"91",2005,6,351906.82,202161.79,554068.61,681743.36,NA,NA,681743.36,223151.26,1412,8013.7,44188.1,562186.3,39064.02,69657.5,NA,NA,NA,NA,NA,55190,NA,166798,NA,2405472.85
"101",2005,7,389172.65,213821.77,602994.42,678614.47,NA,NA,678614.47,236140.08,1678,5335.4,50690.5,334178.36,34049.77,64702,NA,NA,NA,NA,NA,50986,NA,122064,NA,2181433
"111",2005,8,396871.12,212696.38,609567.5,693681.13,NA,NA,693681.13,242734.74,1106,8509.9,47309.3,305370.13,29237.36,86713,NA,NA,NA,NA,NA,61600,NA,158944,NA,2244773.06
"121",2005,9,378887.62,196776.87,575664.49,666258.37,NA,NA,666258.37,223283.87,1309,5904.7,40131.2,238571.81,26273.57,87345.5,NA,NA,NA,NA,NA,11689,NA,103761,NA,1980192.51
"131",2005,10,328052.56,192270.24,520322.8,589830.24,NA,NA,589830.24,213139.58,996,7862.9,49322.5,230464.4,5405.34,84210.5,NA,NA,NA,NA,NA,7770,NA,91025,NA,1800349.26
"141",2005,11,360869.14,185251.12,546120.26,701255.47,NA,NA,701255.47,222988.53,1624,7266.3,23955.9,302297.6,13712.31,77429,NA,NA,NA,NA,NA,35384,NA,183012,NA,2115045.37
"151",2005,12,448688.52,241035.13,689723.65,775027.2,NA,NA,775027.2,225410.43,1457,8298.3,50005,285933.09,25971.31,99434.5,NA,NA,NA,NA,NA,51257,NA,163364,NA,2375881.48
"161",2006,1,382078.88,211152.72,593231.6,750946.36,NA,NA,750946.36,217867.31,1307,7111.6,45851,271228.13,26454.21,98549,NA,NA,NA,NA,NA,38294,NA,163706,NA,2214546.21
"171",2006,2,367944.25,200551.4,568495.65,734530.76,NA,NA,734530.76,212328.61,1735,6390.9,43198.9,228414.98,33494,101057,NA,NA,NA,NA,NA,43150,NA,152377,NA,2125172.8
"181",2006,3,427567.58,233082.86,660650.44,875047.29,NA,NA,875047.29,232405.36,1585,7416.6,45311.9,338067.89,48745,82582.5,NA,NA,NA,NA,NA,29621,NA,151247,NA,2472679.98
"191",2006,4,392050.29,223479.45,615529.74,711185.23,NA,NA,711185.23,207612.27,1497,8600.5,44322.2,445994.72,36478,89331,NA,NA,NA,NA,NA,59859,NA,29039,NA,2249448.66
"201",2006,5,379832.55,222710.9,602543.45,734289.15,NA,NA,734289.15,232489.83,1400,6151.3,44047.1,628053.53,40882,96222.5,NA,NA,NA,NA,NA,29498,NA,NA,NA,2415576.86
"211",2006,6,364359.35,196511.22,560870.57,672428.87,NA,NA,672428.87,236563.83,1362,3720.3,42531.9,399380.67,22806,101684,NA,NA,NA,NA,NA,30854,NA,NA,NA,2072202.14
"221",2006,7,392252.91,210255.7,602508.61,684438.7,NA,NA,684438.7,239767.85,1552,6128.6,43381.8,408695.2,34461.58,97361,NA,NA,NA,NA,NA,59117.27,NA,NA,NA,2177412.61
"231",2006,8,394585.28,211202.14,605787.42,707219.69,NA,NA,707219.69,245672.02,1942,7918.7,44489.5,412953.69,29068.07,89875.5,NA,NA,NA,NA,NA,42171.03,NA,1471,NA,2188568.62
"241",2006,9,382724.97,204369.99,587094.96,650791.38,NA,NA,650791.38,256040.1,1576,6691.2,37449.2,283514.35,22311.3,111782,NA,NA,NA,NA,NA,39823.1,NA,NA,NA,1997073.59
"251",2006,10,400793.81,203061.39,603855.2,683543.13,NA,NA,683543.13,238514.63,1845,7884.2,37891.8,464238.85,25204.67,48735.5,NA,NA,NA,NA,NA,28499.79,NA,NA,NA,2140212.77
"261",2006,11,401922.57,205541.91,607464.48,739181.99,NA,NA,739181.99,228417.44,1618.91,7669.5,40998.5,523491.3,36772.97,109186,NA,NA,NA,NA,NA,21777.27,NA,NA,NA,2316578.36
"271",2006,12,454373.13,233936.83,688309.96,776330.26,NA,NA,776330.26,236333.11,1959,9049.5,51753.6,384849.54,27047.99,110896.5,NA,NA,NA,NA,NA,34342.7,NA,NA,NA,2320872.16
"281",2007,1,418412.86,216560.79,634973.65,810372.66,NA,NA,810372.66,217344.66,1657,9659.8,47659.2,481365.9,36112.06,118327,NA,NA,NA,NA,NA,55217.79,NA,NA,NA,2412689.72
"291",2007,2,401425.14,204991.91,606417.05,799394.6,NA,NA,799394.6,211149.36,1606,5162.4,42101.8,441178.9,35844.96,89353,NA,NA,NA,NA,NA,38218.66,NA,NA,NA,2270426.73
"301",2007,3,454731.09,239019.91,693751,956680.19,NA,NA,956680.19,264115.98,1665,7526.9,54082.4,537373.86,47101.77,101887.5,NA,NA,NA,NA,NA,57660.84,NA,NA,NA,2721845.44
"311",2007,4,403732.56,217536.23,621268.79,758988.58,NA,NA,758988.58,224818.88,1550,7512.6,44957.1,480634.06,38731.92,91234,NA,NA,NA,NA,NA,46865.77,NA,NA,NA,2316561.7
"321",2007,5,426414.71,224400.73,650815.44,811703.69,NA,NA,811703.69,259749.48,1458,11518.6,46178.5,624648.8,44730.69,78331,NA,NA,NA,NA,NA,47491.42,NA,NA,NA,2576625.62
"331",2007,6,390991.36,217473.91,608465.27,720896.77,NA,NA,720896.77,244505.28,908,14318.3,46459.4,666096.2,25509.9,83270,NA,NA,NA,NA,NA,36586.8,NA,NA,NA,2447015.92
"341",2007,7,416497.41,219874.23,636371.64,721550.61,NA,NA,721550.61,261555.62,1381,11812.2,55620.5,680178.9,41652.9,99957,NA,NA,NA,NA,NA,66993.71,NA,NA,NA,2577074.08
"351",2007,8,411088.53,236565.57,647654.1,736620.9,NA,NA,736620.9,267634.12,1571,16179.4,50337,529257.62,32132.95,117265.5,NA,NA,NA,NA,NA,36100.5,NA,NA,NA,2434753.09
"361",2007,9,390568.99,207241.84,597810.83,669587.88,NA,NA,669587.88,254081.76,1243,9016.5,46392.8,374139.35,21666.59,101530,NA,NA,NA,NA,NA,48278.98,NA,NA,NA,2123747.69
"371",2007,10,419001.81,224750.77,643752.58,738702.86,NA,NA,738702.86,264936.66,1284,13724.2,50839.9,384625.95,23741.47,105314,NA,NA,NA,NA,NA,22628.56,NA,NA,NA,2249550.18
"381",2007,11,417490.77,218116.79,635607.56,779547.05,NA,NA,779547.05,250108.61,1477,13720.9,48631.6,515855.99,36281.17,73557,NA,NA,NA,NA,NA,52597.23,NA,NA,NA,2407384.11
"391",2007,12,438542.79,252394.11,690936.91,768886.87,NA,NA,768886.87,253659.53,1009,23241.6,52596,431419.38,36570.14,100226.5,NA,NA,NA,NA,NA,47879.57,NA,NA,NA,2406425.5
"401",2008,1,403266.74,213645.39,616912.13,797668.91,NA,NA,797668.91,252508.33,1989.2,23736.5,50760.2,433142.36,33627.86,95308.84,NA,NA,NA,NA,NA,43860.96,NA,NA,NA,2349515.29
"411",2008,2,407735.55,215873.67,623609.22,794000.25,NA,NA,794000.25,241978.08,1282.48,12268.8,49177.79,430602.16,27023.37,59523.7,NA,NA,NA,NA,NA,43795.41,NA,NA,NA,2283261.26
"421",2008,3,424157.28,233761.07,657918.35,776026.79,NA,NA,776026.79,247679.04,1282.24,11053.6,54474.23,433126.79,24535.08,90591.99,NA,NA,NA,NA,NA,33091.99,NA,NA,NA,2329780.09
"431",2008,4,399193.53,233687.28,632880.81,807725.77,NA,NA,807725.77,243178.03,1389.7,9701.1,50481.01,521002.28,28686.75,107236.47,NA,NA,NA,NA,NA,33710.99,NA,NA,NA,2435992.91
"441",2008,5,390882.63,236635.85,627518.48,682326.18,NA,NA,682326.18,240798.46,1097.2,10184.3,40315.15,671159.46,30108.84,108039.42,NA,NA,NA,NA,NA,29039.12,NA,NA,NA,2440586.6
"451",2008,6,337464.32,200656.57,538120.89,507662.65,NA,NA,507662.65,242422.57,961.5,9387.8,45117.89,512787.44,13816.19,109057.41,NA,NA,NA,NA,NA,24325.03,NA,NA,NA,2003659.37
"461",2008,7,374847.05,228640.21,603487.26,544399.26,NA,NA,544399.26,243531.97,1376,12510.7,53791.45,374959.04,13246.41,85805.5,NA,NA,NA,NA,NA,20392.63,NA,NA,NA,1953500.22
"471",2008,8,378363.76,227499,605862.76,556174.4,NA,NA,556174.4,237062.52,1296.43,5642.2,52969.79,340442.84,17823.81,57263.2,NA,NA,NA,NA,NA,27582.41,NA,NA,NA,1902120.35
"481",2008,9,367962.73,218214.64,586177.37,557802.62,NA,NA,557802.62,225262.46,1432.72,5890.8,44179.04,312823.32,12370.7,103737.26,NA,NA,NA,NA,NA,27685.65,NA,NA,NA,1877361.94
"491",2008,10,386430.4,238955.44,625385.84,617863.13,NA,NA,617863.13,263100.5,1192.71,4615.3,43407.77,327371.38,16819.09,76022.98,NA,NA,NA,NA,NA,19914.86,NA,NA,NA,1995693.56
"501",2008,11,375438.69,238626.16,614064.85,688104.11,NA,NA,688104.11,230092.62,737.48,5666.5,43778.49,340754.09,29048.29,69055.69,NA,NA,NA,NA,NA,40840.89,NA,NA,NA,2062143.01
"511",2008,12,463343.73,298245.47,761589.2,778953.84,NA,NA,778953.84,245852.65,1661.95,12981.9,47251.99,327040.51,28541.85,10382.57,NA,NA,NA,NA,NA,41920.97,NA,NA,NA,2256177.43
"521",2009,1,424264.5,273494.16,697758.66,800526.47,NA,NA,800526.47,217372.42,1198.7,9922.8,44522.53,454789.92,31963.02,94486.37,NA,NA,NA,NA,NA,43188.98,NA,NA,NA,2395729.87
"531",2009,2,424438.71,254667.7,679106.41,795050.51,NA,NA,795050.51,212038.24,1009.24,6520.7,38201.07,387416.95,38311.5,95799.17,NA,NA,NA,NA,NA,52862.62,NA,NA,NA,2306316.41
"541",2009,3,434248.69,290343.28,724591.97,865981.57,NA,NA,865981.57,235475.32,1385.24,8252.9,42318.13,401630.02,59263.86,98162.74,NA,NA,NA,NA,NA,70567.18,NA,NA,NA,2507628.92
"551",2009,4,454265.4,290887.08,745152.48,822109.74,NA,NA,822109.74,209739.17,1018.24,9120.7,42656.39,643776.55,48545.41,97879.98,NA,NA,NA,NA,NA,53545.56,NA,NA,NA,2673544.22
"561",2009,5,432401.49,276970.67,709372.16,770687.28,NA,NA,770687.28,221884.47,1357.9,7861.7,35798.11,682916.87,48882.92,101914.67,NA,NA,NA,NA,NA,60585.75,NA,NA,NA,2641261.83
"571",2009,6,393140.38,252551.99,645692.37,703815.55,NA,NA,703815.55,221329.63,822.8,4161.6,44548.27,586246.02,27918.98,91670.87,NA,NA,NA,NA,NA,37437.64,NA,NA,NA,2363643.72
